card_id,fam
C_ID_4583f9b0df,58
C_ID_ee5bb1f392,70
C_ID_ea1632455c,70
C_ID_baefbfef08,59
C_ID_1c4046b1b0,51
C_ID_051a718d3f,72
C_ID_c4262c902e,44
C_ID_3cb5013dba,56
C_ID_fad999ca8b,30
C_ID_81c55f0160,57
C_ID_54d51ee076,68
C_ID_af87e33129,69
C_ID_6a2c823e5f,64
C_ID_a0818d6cdb,69
C_ID_35454c1d62,62
C_ID_bdd9a5f76d,72
C_ID_f82ba61a01,68
C_ID_512c73fd54,47
C_ID_ba5ee49770,58
C_ID_353dfe5742,61
C_ID_9e1dd8a317,62
C_ID_f4bf40bd39,73
C_ID_ed1a2737f1,67
C_ID_3b7eee3a74,51
C_ID_8042446a79,69
C_ID_481fc7bb54,40
C_ID_75fdefe041,67
C_ID_671bb26007,56
C_ID_4891a91d8b,58
C_ID_b8615c66d6,65
C_ID_146883e18b,66
C_ID_98df3a5981,54
C_ID_9b8f015d5b,68
C_ID_2766f9cdf2,71
C_ID_1bbb0d3511,65
C_ID_67fb3821cc,73
C_ID_7d0f5eefe2,66
C_ID_51370da759,65
C_ID_41fa3be971,64
C_ID_dc2da9b82e,65
C_ID_7c341c1897,44
C_ID_1b8dc6e084,72
C_ID_c90e8d4d3b,64
C_ID_4ab8d196b1,66
C_ID_263c70a16e,63
C_ID_a8396f1fb3,62
C_ID_fd120ea087,65
C_ID_8718b55207,72
C_ID_753b208e83,72
C_ID_9d122c1cc9,60
C_ID_d6bf76b107,44
C_ID_72d785659e,50
C_ID_ad7e78be41,71
C_ID_7a1f8a2e34,71
C_ID_29d953e448,58
C_ID_d25746fced,72
C_ID_a3ab5b2aad,69
C_ID_1163d383f3,71
C_ID_f39f414a70,30
C_ID_fcf53bdd6d,57
C_ID_e59afb1603,64
C_ID_394aca084a,68
C_ID_977d3088f2,46
C_ID_01985962b5,67
C_ID_42421ac52e,56
C_ID_ad53e8cf62,72
C_ID_c35df2a139,69
C_ID_d6f2386dd7,68
C_ID_0588287dee,70
C_ID_d8b437de5d,66
C_ID_04e6787185,70
C_ID_27570536a2,70
C_ID_ca7ce857d5,31
C_ID_fdf3a87092,69
C_ID_a97e9ddcff,62
C_ID_021e5894cc,66
C_ID_38a1fc0955,61
C_ID_c1f89ad3c1,26
C_ID_ca2968ed7d,67
C_ID_7338ce0efb,71
C_ID_0dea332d6c,72
C_ID_fc80b7ca31,66
C_ID_e979035d8f,66
C_ID_b85a85c75c,57
C_ID_8cedb1705d,70
C_ID_cb946c96eb,67
C_ID_904222d6b7,47
C_ID_03d5c62ec8,70
C_ID_aef4b7218b,64
C_ID_dc4d0d294a,56
C_ID_e7eb5ba10d,73
C_ID_0e8941459e,71
C_ID_6c33b272f3,55
C_ID_3d2014963b,57
C_ID_ddc286ab03,59
C_ID_63e012e252,64
C_ID_d38df791f0,70
C_ID_432a7356cb,66
C_ID_9d105ef026,67
C_ID_349cbed802,61
C_ID_734044eeeb,61
C_ID_6b73d521bd,54
C_ID_d8e7344eac,62
C_ID_52b5cd8337,61
C_ID_7d971cbb0f,54
C_ID_6245d5f4fb,45
C_ID_332a2bd395,68
C_ID_fca511334a,71
C_ID_b1d302b55a,62
C_ID_8ea5a45854,29
C_ID_f3ccb04865,57
C_ID_bb11996056,72
C_ID_bdf8a74876,70
C_ID_6ff604d3a1,46
C_ID_c568aef6c2,69
C_ID_1bfc3cbf3e,70
C_ID_e68f4e7ce0,70
C_ID_35cfc8ad18,71
C_ID_709e6abf9d,63
C_ID_aed3be1840,65
C_ID_4b12657483,64
C_ID_2fb49bee86,60
C_ID_c36ae4474c,31
C_ID_ed4c5e9ac8,54
C_ID_e983fee8a2,55
C_ID_9a2169e095,66
C_ID_267a3607b4,70
C_ID_ab049bce46,63
C_ID_b5745aa3b9,72
C_ID_030219ede6,62
C_ID_6555c5b4c8,70
C_ID_dfa191a30f,56
C_ID_0b4010b6f6,67
C_ID_08b1a1d35a,65
C_ID_7472b48aa2,72
C_ID_148cc6ba86,55
C_ID_a6ab601484,52
C_ID_4156a255f7,64
C_ID_9b48321321,66
C_ID_d901d4494c,67
C_ID_afd53d6c12,28
C_ID_1784b0ddc9,62
C_ID_b499d67fcd,71
C_ID_133ea909ff,60
C_ID_98e1cb10b6,67
C_ID_f0316caba1,49
C_ID_d43336b1fd,71
C_ID_ea191dffbe,64
C_ID_57554c4ce2,71
C_ID_0fc64c3c81,45
C_ID_a5bf1e1d7c,35
C_ID_b3230f0eb3,61
C_ID_49e43a157c,57
C_ID_62e67f3536,67
C_ID_23bd53df14,29
C_ID_05d39e32c6,71
C_ID_bda9bd98fb,72
C_ID_4c58e6b7f3,61
C_ID_164796e771,52
C_ID_e9cf11c5be,67
C_ID_324a6ce990,73
C_ID_2fd070a5b6,45
C_ID_b5e76e6f98,49
C_ID_f3c1d160ec,51
C_ID_3b737a962c,44
C_ID_e143c551c1,65
C_ID_a1f2b29b82,59
C_ID_d784a5a685,47
C_ID_03ed1a6487,65
C_ID_3a61e2e5ff,62
C_ID_4243de89b0,72
C_ID_9496a49043,64
C_ID_cd3eb965db,62
C_ID_0f93e85034,70
C_ID_93baf918b7,45
C_ID_9bf5be73e5,50
C_ID_40024602f9,73
C_ID_3289ad9efd,52
C_ID_0acde00911,70
C_ID_6da6be6d5b,57
C_ID_732da814aa,68
C_ID_c04a3ad58b,71
C_ID_54c8c4c06b,61
C_ID_b9aca711e3,59
C_ID_8e59e85a2d,61
C_ID_c6eaa1004b,67
C_ID_427c330723,71
C_ID_9606031413,70
C_ID_1035bdf621,67
C_ID_b5face2620,27
C_ID_fd6de225c7,46
C_ID_7f99446de9,60
C_ID_8d23d14733,73
C_ID_a96f2e265e,52
C_ID_275ac95b1f,66
C_ID_a774e01896,59
C_ID_021abbfaf8,69
C_ID_f286cdcc63,73
C_ID_fd650a86ee,69
C_ID_0de1f3a869,67
C_ID_98131a3929,67
C_ID_eeb65a68ae,54
C_ID_489af1caba,65
C_ID_c8e0721ff2,48
C_ID_cc1d24c817,68
C_ID_330d153067,66
C_ID_37b4822fb8,70
C_ID_3532dc26c4,69
C_ID_0a76b20d9e,61
C_ID_1d0b7ebd3f,65
C_ID_403b13451f,67
C_ID_b69187377b,68
C_ID_b39ec62b10,57
C_ID_db5c329a05,60
C_ID_79af26c340,60
C_ID_6f0b55a845,62
C_ID_f482e0ed2c,70
C_ID_1625180d95,69
C_ID_6d9ab7ed8d,70
C_ID_6db5ee8b52,69
C_ID_fa9fa0b71a,69
C_ID_8841990302,42
C_ID_705fc51f9d,59
C_ID_e38c151a2d,63
C_ID_3c7fa72a88,65
C_ID_eb8175721a,64
C_ID_b36d5816f9,63
C_ID_a6b4a1246e,53
C_ID_643a2333b5,71
C_ID_c703a5ee37,60
C_ID_3db966a679,56
C_ID_a58d0efd5e,60
C_ID_efd5a7ae75,70
C_ID_3a701a4f4d,71
C_ID_2c5c9f026e,71
C_ID_a749f3a780,63
C_ID_d780c78745,68
C_ID_2ff56e14c1,69
C_ID_fdab39a98d,62
C_ID_52da22d342,72
C_ID_36651affe3,72
C_ID_285a2f5682,55
C_ID_8502939856,52
C_ID_9f96af4b02,57
C_ID_3d943095d2,73
C_ID_01f7bd95a1,69
C_ID_3e5e7b8865,36
C_ID_cdb3678d36,59
C_ID_a3da4a70c6,61
C_ID_2208181e7b,70
C_ID_58c0c65fb3,60
C_ID_8051b86456,64
C_ID_959eb7f284,63
C_ID_0a6b639fa4,60
C_ID_a75f682d31,71
C_ID_c035feeb76,71
C_ID_89685b906c,67
C_ID_f1ded93889,70
C_ID_5ecdc56ab4,67
C_ID_60b0640c2c,71
C_ID_a9728a39b5,68
C_ID_f1747588a5,61
C_ID_59fe57a6b8,60
C_ID_d2e4933dac,71
C_ID_a9935400cb,56
C_ID_0e97b9c327,65
C_ID_5b96c5272a,56
C_ID_17e87ea13c,67
C_ID_1d437b41aa,69
C_ID_f252f7283e,72
C_ID_2795fedd40,58
C_ID_3bf06642f1,46
C_ID_b5a88a0fc6,58
C_ID_a2580006bf,53
C_ID_17200632a7,36
C_ID_c1c4bf2c5f,68
C_ID_af84ee8102,64
C_ID_8168290d4c,68
C_ID_7eb24774e2,59
C_ID_ee570749d3,69
C_ID_b9074b6805,45
C_ID_6dc4c5310c,34
C_ID_c57ca0300a,64
C_ID_39a605eca4,65
C_ID_0fb2fe6256,71
C_ID_e919dcb323,72
C_ID_af962cb82d,60
C_ID_9785058171,64
C_ID_67906f4fdf,69
C_ID_bba654d885,53
C_ID_04e3f2d28c,67
C_ID_b48b5aa99a,70
C_ID_17634cc82a,73
C_ID_6e79bb3acf,68
C_ID_9946da7d84,56
C_ID_35c69e0633,69
C_ID_e09687dd3b,25
C_ID_e5713baf89,57
C_ID_49ca6958db,66
C_ID_33d41fd3b4,69
C_ID_eec399e035,64
C_ID_08dbc64c1c,61
C_ID_e9f9ad9084,72
C_ID_1f1c7e2e5a,70
C_ID_e4668c5c9e,71
C_ID_8511423833,71
C_ID_1a5ff50017,57
C_ID_856221c39e,72
C_ID_657de0deaf,68
C_ID_cf646c762a,72
C_ID_c7d9559eed,68
C_ID_02668d26bf,73
C_ID_e06d7ac6c1,69
C_ID_082edd3553,70
C_ID_5a6ead9a52,66
C_ID_df44124a83,72
C_ID_ca35b43792,69
C_ID_5d928c021c,71
C_ID_08b870aecc,57
C_ID_688750b9de,45
C_ID_41ba39529e,70
C_ID_1ac8311ba1,46
C_ID_ab4fa4d1a4,57
C_ID_65727cf50f,71
C_ID_2e49ece8b1,61
C_ID_aebbb6841f,62
C_ID_1ad338b427,54
C_ID_68419fc6bd,69
C_ID_441a238f38,69
C_ID_874f8ed40c,71
C_ID_63581d4ccd,34
C_ID_f7b8b9e921,71
C_ID_65bf3ac941,62
C_ID_2f9012f9ca,73
C_ID_0cb44a170d,61
C_ID_16a11a9b84,73
C_ID_7efe2311b7,53
C_ID_a72b8cfa0c,46
C_ID_39a8dfa65c,69
C_ID_239eda600c,72
C_ID_e3ab4a603c,72
C_ID_7dfd1dcf43,50
C_ID_a1a4f67db2,70
C_ID_8336b8335b,66
C_ID_f6fdc2f2b2,60
C_ID_37e3d6be84,64
C_ID_0642f77a2b,38
C_ID_e180c38020,60
C_ID_f202ba6e83,54
C_ID_6fa7269137,66
C_ID_2c22794f6c,54
C_ID_336e4b54fe,43
C_ID_99b86c81a4,57
C_ID_17791b8bd4,68
C_ID_d85c77e653,61
C_ID_75ce55d5af,34
C_ID_f48cc670be,72
C_ID_9b9c5ace73,71
C_ID_4bf7631e9b,62
C_ID_9245987bb3,69
C_ID_58161339d1,68
C_ID_686637ab32,39
C_ID_e9056bd097,46
C_ID_30328e48e2,63
C_ID_07e19dce89,57
C_ID_12ce7cf5bc,73
C_ID_9878982536,56
C_ID_f0cf23beb2,70
C_ID_0ea5122eba,72
C_ID_a076107b6d,61
C_ID_4278cfe218,71
C_ID_9759c92bfd,44
C_ID_d4eb521553,56
C_ID_c8a76f9eae,58
C_ID_aec05225e6,60
C_ID_cbc28b7ddc,61
C_ID_680499db73,37
C_ID_639659be79,60
C_ID_daebb15855,63
C_ID_6d52102eaa,66
C_ID_0e88908f2f,72
C_ID_027d2b701e,69
C_ID_9ee8dc77be,60
C_ID_c74a353558,72
C_ID_b6e17c2a0d,52
C_ID_efda719399,62
C_ID_41ae20cc3a,53
C_ID_0b423425fe,72
C_ID_69906e27f3,51
C_ID_16546344f4,56
C_ID_78bb01b56e,49
C_ID_328d93b6a0,65
C_ID_1e7f6ffeaa,69
C_ID_6ae1fdc40e,65
C_ID_249bb6e827,69
C_ID_bfe8506b47,68
C_ID_63be2978cf,56
C_ID_7bbbafed88,62
C_ID_0f53635f38,70
C_ID_d66fdc09ef,48
C_ID_700793bcac,72
C_ID_3b182e71b0,54
C_ID_a6c5789075,67
C_ID_0c56a19009,73
C_ID_45b65d144b,61
C_ID_a090286ceb,67
C_ID_8bc5cadd5e,57
C_ID_1a148f6051,73
C_ID_a543f69932,72
C_ID_9a6f1854d5,57
C_ID_55d3e101da,69
C_ID_78d2c7ffc7,63
C_ID_3ffc507a7b,64
C_ID_5615eb269b,63
C_ID_c6e452466a,54
C_ID_196eb90058,73
C_ID_98608976c1,64
C_ID_61418461e4,68
C_ID_d9464ad421,54
C_ID_4b213062c3,65
C_ID_f08c277998,72
C_ID_5fb0e2d280,62
C_ID_1948f497dd,73
C_ID_c246887e85,61
C_ID_e0b7e7a180,73
C_ID_a9d9857834,46
C_ID_9b2600d907,72
C_ID_075d5ce092,65
C_ID_bf83c4f289,70
C_ID_f01cc910e3,73
C_ID_6e5fbab339,70
C_ID_10e1c0fe42,68
C_ID_69251a0f70,71
C_ID_28110f2200,55
C_ID_7f3a7c45c1,72
C_ID_c446830274,65
C_ID_4973eaf062,69
C_ID_5463894fe5,66
C_ID_7fc141d648,67
C_ID_ad3f86ba45,62
C_ID_71b258dbe3,54
C_ID_d8ef7fb310,55
C_ID_c48642878b,72
C_ID_1bc14378c1,34
C_ID_f667226b50,60
C_ID_bae3e3f87c,49
C_ID_0a18090f65,73
C_ID_dcfaaf2ea8,70
C_ID_cb9175d1fe,60
C_ID_b8736575c9,63
C_ID_8976274cfc,67
C_ID_6ce08d66d7,69
C_ID_671a56b6fd,58
C_ID_1fec39e4c6,71
C_ID_369e947198,65
C_ID_9e458daeee,71
C_ID_b8791a4133,52
C_ID_a45e123a5b,69
C_ID_c624094061,42
C_ID_5197fdf37f,66
C_ID_33d853f76b,29
C_ID_62e865eff6,66
C_ID_05a958d0ae,71
C_ID_1b64da8219,69
C_ID_d6b651e2a9,73
C_ID_59cba8dd7a,70
C_ID_eaeed97617,58
C_ID_77c2fdff02,73
C_ID_38afbf7088,72
C_ID_dcdfa701ee,68
C_ID_a69150d673,50
C_ID_ffe7a0256d,49
C_ID_ac89f56523,40
C_ID_59ae378d20,66
C_ID_cf84ee1bc3,68
C_ID_986c659df7,55
C_ID_173cad9177,70
C_ID_61fa6423b6,64
C_ID_c6490b7411,69
C_ID_606e9a9a85,73
C_ID_8d5eb748f2,61
C_ID_2fccffd809,50
C_ID_3d863e5a47,70
C_ID_e1807e2647,68
C_ID_1a2ee0b5a5,73
C_ID_9c5a4d284f,58
C_ID_5526198e8f,69
C_ID_32159fbb84,69
C_ID_ea82f40f8a,73
C_ID_579b2c9eb6,60
C_ID_cf0d215d86,69
C_ID_d21e349660,72
C_ID_4e123b6f7e,59
C_ID_c896ec1778,59
C_ID_d08c97a2f2,69
C_ID_cda78f369d,62
C_ID_0903c80e1f,65
C_ID_b4ebb72455,66
C_ID_9c2095e93a,59
C_ID_5d4b637bea,72
C_ID_b47b172a7a,64
C_ID_24928b8f8c,70
C_ID_979e1fb9b7,57
C_ID_00e7a0c239,63
C_ID_c319c6a83c,58
C_ID_fa021259fb,59
C_ID_c2ed8f35a5,71
C_ID_f63f5a6a60,62
C_ID_d919046527,60
C_ID_f162e1873d,73
C_ID_698346e0eb,57
C_ID_d3b1f71f95,55
C_ID_ebdd4916a5,72
C_ID_8019b0b3cc,61
C_ID_eb5ac48cf7,51
C_ID_bde5650cc5,68
C_ID_d04e44436d,66
C_ID_df7056c42e,59
C_ID_e1a7a2c0ad,64
C_ID_e1844c986c,62
C_ID_ec9a58f2cf,70
C_ID_8e7927af4b,69
C_ID_f9ea1c5e6d,62
C_ID_0702435438,59
C_ID_cc9840274c,66
C_ID_4ac64a7cbb,68
C_ID_2fa52141dc,43
C_ID_bbdc62228e,57
C_ID_485418d66a,57
C_ID_7b9a0b4eb4,61
C_ID_0d4120a91a,70
C_ID_70be0f0908,30
C_ID_9462c63a04,59
C_ID_6299ead83e,65
C_ID_34f2c2de35,37
C_ID_ffa4fcb7e9,72
C_ID_6b9706d4f4,65
C_ID_a653b15d7d,63
C_ID_05b8caf64e,67
C_ID_21fb634e23,62
C_ID_81a5bb6837,73
C_ID_448df20478,69
C_ID_535a6fa64c,61
C_ID_e6b9752398,68
C_ID_f3552cca35,69
C_ID_89ca24d676,63
C_ID_93fc2c068c,64
C_ID_112725f927,63
C_ID_e776940fa7,63
C_ID_b5817e9c24,65
C_ID_f51dfbb560,70
C_ID_d11f7c6010,66
C_ID_240fef7df7,72
C_ID_95ea43486e,65
C_ID_e1e8cd9966,70
C_ID_be50ae974a,56
C_ID_e7789facad,72
C_ID_a8dad8a75b,59
C_ID_df77fc0c65,66
C_ID_13a1bef562,59
C_ID_ad69417085,58
C_ID_360631f6b9,69
C_ID_819a983028,66
C_ID_6472351401,71
C_ID_6327f0084d,71
C_ID_c3ba65ef5e,57
C_ID_b570374900,30
C_ID_c4cdf574a3,62
C_ID_237b80978f,51
C_ID_31b599e307,42
C_ID_9d44fd2273,67
C_ID_ec41d77c6d,68
C_ID_a1ea39d54a,62
C_ID_e67a8b7b52,61
C_ID_565ed5a50f,71
C_ID_e6581e7971,53
C_ID_fba4a71df1,48
C_ID_24ea87c230,63
C_ID_147450c910,71
C_ID_392ecb2bf0,62
C_ID_3842b75933,70
C_ID_cc3be86a89,73
C_ID_4a19d1aea0,62
C_ID_2b79bfe50e,62
C_ID_4d4b5541fe,73
C_ID_dbb37b907e,65
C_ID_75d49fd2df,70
C_ID_7cadce7eea,58
C_ID_177b07c0ad,66
C_ID_d73e126bf1,65
C_ID_badf222a78,63
C_ID_bf9b9e5589,64
C_ID_ed39f76223,54
C_ID_53248bdd4b,61
C_ID_327975c57d,62
C_ID_ecc2e12e65,50
C_ID_4772ecd73f,73
C_ID_7e54bd9e1e,52
C_ID_f96d46ff64,56
C_ID_179342a3dc,72
C_ID_fdcdcd97f6,61
C_ID_d87ab83610,69
C_ID_c171b8b991,66
C_ID_0e92c5f924,69
C_ID_05c6f88f72,54
C_ID_7472e0906b,53
C_ID_951b1664e8,58
C_ID_ee04cc74fd,44
C_ID_59997871b8,45
C_ID_94b30329fe,62
C_ID_458e38449c,70
C_ID_e08a0d24b4,69
C_ID_ffe85078c8,64
C_ID_51dd56c5e2,62
C_ID_3d377a675e,50
C_ID_9275642211,68
C_ID_10e7428cd5,64
C_ID_07b2a55d85,64
C_ID_40013525e5,58
C_ID_fe7a04c57b,57
C_ID_783c0125f9,63
C_ID_408d91b74f,56
C_ID_163ab1d052,72
C_ID_573e22ea06,70
C_ID_83f550318b,71
C_ID_0d9cada395,71
C_ID_5b55f6221d,61
C_ID_9b0f2762a6,64
C_ID_d1a522e71b,61
C_ID_24a6c2932e,71
C_ID_26e8d8ba7d,63
C_ID_abea6ad5b5,73
C_ID_3e52e9e961,58
C_ID_c7df808ac4,63
C_ID_9d5cf8d77f,60
C_ID_b1092d70e9,61
C_ID_73ab979716,62
C_ID_f1960f7a86,65
C_ID_a30b04ae4c,63
C_ID_bf1f1e822d,63
C_ID_ff3f7a2896,72
C_ID_c0f44242db,65
C_ID_9591685b0e,70
C_ID_06340c2bd0,72
C_ID_dd6c7bc8fb,71
C_ID_c6bede4086,62
C_ID_2170b64e06,54
C_ID_c44848d105,73
C_ID_f69dea464f,47
C_ID_94f753848b,62
C_ID_c542792003,46
C_ID_8b7b62012f,55
C_ID_1d7613177b,72
C_ID_834a0cd9fe,65
C_ID_cfb2427208,72
C_ID_dbd93f8d06,73
C_ID_57914e262a,62
C_ID_43cb1e790e,59
C_ID_aaeb78f29b,66
C_ID_30bb4cf515,73
C_ID_9ae06060f9,61
C_ID_12617fa2c3,55
C_ID_76e4bf4bb7,45
C_ID_96665fb6b0,69
C_ID_42623693eb,72
C_ID_53601def37,63
C_ID_5fb58c8428,68
C_ID_49f0655e15,40
C_ID_e88589f8a3,64
C_ID_50f85c4fc7,73
C_ID_356eabf0ee,58
C_ID_eadb12336f,47
C_ID_b3cdd123bb,65
C_ID_64da0a008f,64
C_ID_ead686c5c4,71
C_ID_1785e98405,73
C_ID_56aee9a74a,62
C_ID_2f2c1aa13a,48
C_ID_dbc8c12a86,69
C_ID_d847a0ec09,69
C_ID_005799985c,25
C_ID_a878598df8,72
C_ID_2c8c6d1547,69
C_ID_962d44f420,67
C_ID_f0c9288c95,71
C_ID_73c471f1f5,64
C_ID_cb4597170b,70
C_ID_a0e01e7cae,69
C_ID_76cd435b8c,72
C_ID_10b36e0e24,67
C_ID_e30955398f,60
C_ID_c79a30b4b8,68
C_ID_0c0a4222ce,64
C_ID_96724310bc,63
C_ID_6120879034,69
C_ID_15706d9697,69
C_ID_ac0dee2fb5,46
C_ID_3c70acfbd5,49
C_ID_d8d468aa00,70
C_ID_f35b64a374,65
C_ID_0a0cd92470,71
C_ID_696de77273,62
C_ID_cd14e3a35a,69
C_ID_4cfc17c2fb,56
C_ID_652329566c,69
C_ID_4d0a9b9fdb,71
