card_id,category_3_is_A
C_ID_acadabf2cf,1.0
C_ID_126d07b476,1.0
C_ID_fc3aad0d44,0.0
C_ID_121ab1de64,1.0
C_ID_6e8be4bfe6,0.0
C_ID_f8625969fd,1.0
C_ID_e9135eb292,0.0
C_ID_425d2dfcbc,1.0
C_ID_0312a9bfd7,1.0
C_ID_935d23ff15,0.0
C_ID_ae77d244b6,1.0
C_ID_01f7ddc638,0.0
C_ID_281d9623a5,0.0
C_ID_323f262c07,1.0
C_ID_6d079f9298,0.0
C_ID_7defcfa99d,1.0
C_ID_5671eaade7,0.0
C_ID_f0975077c6,0.0
C_ID_2a404611e2,0.0
C_ID_5731d35f32,1.0
C_ID_a62cc5c5aa,1.0
C_ID_1c0c76a0b8,1.0
C_ID_93f5541a0d,1.0
C_ID_9b8687d7b4,1.0
C_ID_4f968ee94a,0.0
C_ID_cda6f8466a,1.0
C_ID_2ba410859a,0.0
C_ID_4583f9b0df,0.0
C_ID_ee5bb1f392,0.0
C_ID_ea1632455c,1.0
C_ID_baefbfef08,0.0
C_ID_1c4046b1b0,0.0
C_ID_051a718d3f,0.0
C_ID_c4262c902e,1.0
C_ID_3cb5013dba,1.0
C_ID_fad999ca8b,1.0
C_ID_81c55f0160,1.0
C_ID_54d51ee076,0.0
C_ID_af87e33129,1.0
C_ID_6a2c823e5f,1.0
C_ID_a0818d6cdb,1.0
C_ID_35454c1d62,1.0
C_ID_bdd9a5f76d,0.0
C_ID_f82ba61a01,0.0
C_ID_512c73fd54,0.0
C_ID_ba5ee49770,0.0
C_ID_353dfe5742,1.0
C_ID_9e1dd8a317,0.0
C_ID_f4bf40bd39,0.0
C_ID_ed1a2737f1,1.0
C_ID_3b7eee3a74,1.0
C_ID_8042446a79,1.0
C_ID_481fc7bb54,1.0
C_ID_75fdefe041,0.0
C_ID_671bb26007,1.0
C_ID_4891a91d8b,1.0
C_ID_b8615c66d6,1.0
C_ID_146883e18b,1.0
C_ID_98df3a5981,1.0
C_ID_9b8f015d5b,0.0
C_ID_2766f9cdf2,1.0
C_ID_1bbb0d3511,0.0
C_ID_67fb3821cc,0.0
C_ID_7d0f5eefe2,1.0
C_ID_51370da759,1.0
C_ID_41fa3be971,1.0
C_ID_dc2da9b82e,1.0
C_ID_7c341c1897,1.0
C_ID_1b8dc6e084,1.0
C_ID_c90e8d4d3b,0.0
C_ID_4ab8d196b1,1.0
C_ID_263c70a16e,0.0
C_ID_a8396f1fb3,0.0
C_ID_fd120ea087,1.0
C_ID_8718b55207,1.0
C_ID_753b208e83,1.0
C_ID_9d122c1cc9,0.0
C_ID_d6bf76b107,1.0
C_ID_72d785659e,0.0
C_ID_ad7e78be41,0.0
C_ID_7a1f8a2e34,1.0
C_ID_29d953e448,0.0
C_ID_d25746fced,1.0
C_ID_a3ab5b2aad,0.0
C_ID_1163d383f3,0.0
C_ID_f39f414a70,0.0
C_ID_fcf53bdd6d,0.0
C_ID_e59afb1603,1.0
C_ID_394aca084a,1.0
C_ID_977d3088f2,1.0
C_ID_01985962b5,1.0
C_ID_42421ac52e,0.0
C_ID_ad53e8cf62,0.0
C_ID_c35df2a139,1.0
C_ID_d6f2386dd7,0.0
C_ID_0588287dee,0.0
C_ID_d8b437de5d,1.0
C_ID_04e6787185,1.0
C_ID_27570536a2,0.0
C_ID_ca7ce857d5,0.0
C_ID_fdf3a87092,1.0
C_ID_a97e9ddcff,1.0
C_ID_021e5894cc,0.0
C_ID_38a1fc0955,1.0
C_ID_c1f89ad3c1,1.0
C_ID_ca2968ed7d,0.0
C_ID_7338ce0efb,1.0
C_ID_0dea332d6c,0.0
C_ID_fc80b7ca31,1.0
C_ID_e979035d8f,1.0
C_ID_b85a85c75c,1.0
C_ID_8cedb1705d,0.0
C_ID_cb946c96eb,1.0
C_ID_904222d6b7,0.0
C_ID_03d5c62ec8,1.0
C_ID_aef4b7218b,1.0
C_ID_dc4d0d294a,0.0
C_ID_e7eb5ba10d,1.0
C_ID_0e8941459e,0.0
C_ID_6c33b272f3,0.0
C_ID_3d2014963b,1.0
C_ID_ddc286ab03,0.0
C_ID_63e012e252,1.0
C_ID_d38df791f0,1.0
C_ID_432a7356cb,1.0
C_ID_9d105ef026,0.0
C_ID_349cbed802,1.0
C_ID_734044eeeb,0.0
C_ID_6b73d521bd,1.0
C_ID_d8e7344eac,0.0
C_ID_52b5cd8337,0.0
C_ID_7d971cbb0f,0.0
C_ID_6245d5f4fb,0.0
C_ID_332a2bd395,1.0
C_ID_fca511334a,1.0
C_ID_b1d302b55a,0.0
C_ID_8ea5a45854,0.0
C_ID_f3ccb04865,1.0
C_ID_bb11996056,1.0
C_ID_bdf8a74876,0.0
C_ID_6ff604d3a1,0.0
C_ID_c568aef6c2,0.0
C_ID_1bfc3cbf3e,1.0
C_ID_e68f4e7ce0,0.0
C_ID_35cfc8ad18,1.0
C_ID_709e6abf9d,1.0
C_ID_aed3be1840,1.0
C_ID_4b12657483,1.0
C_ID_2fb49bee86,0.0
C_ID_c36ae4474c,0.0
C_ID_ed4c5e9ac8,1.0
C_ID_e983fee8a2,1.0
C_ID_9a2169e095,1.0
C_ID_267a3607b4,0.0
C_ID_ab049bce46,1.0
C_ID_b5745aa3b9,1.0
C_ID_030219ede6,0.0
C_ID_6555c5b4c8,1.0
C_ID_dfa191a30f,1.0
C_ID_0b4010b6f6,1.0
C_ID_08b1a1d35a,1.0
C_ID_7472b48aa2,0.0
C_ID_148cc6ba86,1.0
C_ID_a6ab601484,1.0
C_ID_4156a255f7,0.0
C_ID_9b48321321,1.0
C_ID_d901d4494c,1.0
C_ID_afd53d6c12,1.0
C_ID_1784b0ddc9,0.0
C_ID_b499d67fcd,1.0
C_ID_133ea909ff,1.0
C_ID_98e1cb10b6,0.0
C_ID_f0316caba1,1.0
C_ID_d43336b1fd,0.0
C_ID_ea191dffbe,1.0
C_ID_57554c4ce2,1.0
C_ID_0fc64c3c81,1.0
C_ID_a5bf1e1d7c,0.0
C_ID_b3230f0eb3,0.0
C_ID_49e43a157c,0.0
C_ID_62e67f3536,1.0
C_ID_23bd53df14,0.0
C_ID_05d39e32c6,0.0
C_ID_bda9bd98fb,1.0
C_ID_4c58e6b7f3,1.0
C_ID_164796e771,1.0
C_ID_e9cf11c5be,0.0
C_ID_324a6ce990,1.0
C_ID_2fd070a5b6,0.0
C_ID_b5e76e6f98,0.0
C_ID_f3c1d160ec,0.0
C_ID_3b737a962c,0.0
C_ID_e143c551c1,1.0
C_ID_a1f2b29b82,0.0
C_ID_d784a5a685,1.0
C_ID_03ed1a6487,1.0
C_ID_3a61e2e5ff,0.0
C_ID_4243de89b0,1.0
C_ID_9496a49043,0.0
C_ID_cd3eb965db,1.0
C_ID_0f93e85034,1.0
C_ID_93baf918b7,1.0
C_ID_9bf5be73e5,0.0
C_ID_40024602f9,0.0
C_ID_3289ad9efd,1.0
C_ID_0acde00911,0.0
C_ID_6da6be6d5b,1.0
C_ID_732da814aa,1.0
C_ID_c04a3ad58b,1.0
C_ID_54c8c4c06b,1.0
C_ID_b9aca711e3,0.0
C_ID_8e59e85a2d,1.0
C_ID_c6eaa1004b,0.0
C_ID_427c330723,0.0
C_ID_9606031413,0.0
C_ID_1035bdf621,1.0
C_ID_b5face2620,0.0
C_ID_fd6de225c7,1.0
C_ID_7f99446de9,0.0
C_ID_8d23d14733,0.0
C_ID_a96f2e265e,0.0
C_ID_275ac95b1f,1.0
C_ID_a774e01896,0.0
C_ID_021abbfaf8,0.0
C_ID_f286cdcc63,1.0
C_ID_fd650a86ee,1.0
C_ID_0de1f3a869,0.0
C_ID_98131a3929,1.0
C_ID_eeb65a68ae,1.0
C_ID_489af1caba,1.0
C_ID_c8e0721ff2,1.0
C_ID_cc1d24c817,0.0
C_ID_330d153067,1.0
C_ID_37b4822fb8,1.0
C_ID_3532dc26c4,1.0
C_ID_0a76b20d9e,1.0
C_ID_1d0b7ebd3f,0.0
C_ID_403b13451f,1.0
C_ID_b69187377b,0.0
C_ID_b39ec62b10,0.0
C_ID_db5c329a05,1.0
C_ID_79af26c340,0.0
C_ID_6f0b55a845,1.0
C_ID_f482e0ed2c,0.0
C_ID_1625180d95,1.0
C_ID_6d9ab7ed8d,1.0
C_ID_6db5ee8b52,0.0
C_ID_fa9fa0b71a,0.0
C_ID_8841990302,0.0
C_ID_705fc51f9d,1.0
C_ID_e38c151a2d,1.0
C_ID_3c7fa72a88,0.0
C_ID_eb8175721a,0.0
C_ID_b36d5816f9,1.0
C_ID_a6b4a1246e,1.0
C_ID_643a2333b5,1.0
C_ID_c703a5ee37,1.0
C_ID_3db966a679,0.0
C_ID_a58d0efd5e,1.0
C_ID_efd5a7ae75,0.0
C_ID_3a701a4f4d,1.0
C_ID_2c5c9f026e,0.0
C_ID_a749f3a780,1.0
C_ID_d780c78745,1.0
C_ID_2ff56e14c1,1.0
C_ID_fdab39a98d,0.0
C_ID_52da22d342,1.0
C_ID_36651affe3,0.0
C_ID_285a2f5682,1.0
C_ID_8502939856,0.0
C_ID_9f96af4b02,1.0
C_ID_3d943095d2,1.0
C_ID_01f7bd95a1,0.0
C_ID_3e5e7b8865,0.0
C_ID_cdb3678d36,1.0
C_ID_a3da4a70c6,0.0
C_ID_2208181e7b,1.0
C_ID_58c0c65fb3,1.0
C_ID_8051b86456,0.0
C_ID_959eb7f284,0.0
C_ID_0a6b639fa4,0.0
C_ID_a75f682d31,0.0
C_ID_c035feeb76,0.0
C_ID_89685b906c,0.0
C_ID_f1ded93889,1.0
C_ID_5ecdc56ab4,0.0
C_ID_60b0640c2c,0.0
C_ID_a9728a39b5,1.0
C_ID_f1747588a5,0.0
C_ID_59fe57a6b8,0.0
C_ID_d2e4933dac,1.0
C_ID_a9935400cb,0.0
C_ID_0e97b9c327,1.0
C_ID_5b96c5272a,0.0
C_ID_17e87ea13c,0.0
C_ID_1d437b41aa,1.0
C_ID_f252f7283e,0.0
C_ID_2795fedd40,1.0
C_ID_3bf06642f1,0.0
C_ID_b5a88a0fc6,1.0
C_ID_a2580006bf,1.0
C_ID_17200632a7,1.0
C_ID_c1c4bf2c5f,1.0
C_ID_af84ee8102,1.0
C_ID_8168290d4c,0.0
C_ID_7eb24774e2,1.0
C_ID_ee570749d3,1.0
C_ID_b9074b6805,0.0
C_ID_6dc4c5310c,0.0
C_ID_c57ca0300a,0.0
C_ID_39a605eca4,1.0
C_ID_0fb2fe6256,1.0
C_ID_e919dcb323,1.0
C_ID_af962cb82d,1.0
C_ID_9785058171,0.0
C_ID_67906f4fdf,1.0
C_ID_bba654d885,0.0
C_ID_04e3f2d28c,0.0
C_ID_b48b5aa99a,0.0
C_ID_17634cc82a,1.0
C_ID_6e79bb3acf,0.0
C_ID_9946da7d84,1.0
C_ID_35c69e0633,1.0
C_ID_e09687dd3b,0.0
C_ID_e5713baf89,0.0
C_ID_49ca6958db,1.0
C_ID_33d41fd3b4,1.0
C_ID_eec399e035,0.0
C_ID_08dbc64c1c,1.0
C_ID_e9f9ad9084,0.0
C_ID_1f1c7e2e5a,0.0
C_ID_e4668c5c9e,0.0
C_ID_8511423833,0.0
C_ID_1a5ff50017,1.0
C_ID_856221c39e,0.0
C_ID_657de0deaf,1.0
C_ID_cf646c762a,1.0
C_ID_c7d9559eed,1.0
C_ID_02668d26bf,0.0
C_ID_e06d7ac6c1,0.0
C_ID_082edd3553,1.0
C_ID_5a6ead9a52,1.0
C_ID_df44124a83,0.0
C_ID_ca35b43792,0.0
C_ID_5d928c021c,1.0
C_ID_08b870aecc,1.0
C_ID_688750b9de,1.0
C_ID_41ba39529e,0.0
C_ID_1ac8311ba1,1.0
C_ID_ab4fa4d1a4,0.0
C_ID_65727cf50f,0.0
C_ID_2e49ece8b1,1.0
C_ID_aebbb6841f,1.0
C_ID_1ad338b427,0.0
C_ID_68419fc6bd,0.0
C_ID_441a238f38,0.0
C_ID_874f8ed40c,1.0
C_ID_63581d4ccd,0.0
C_ID_f7b8b9e921,0.0
C_ID_65bf3ac941,1.0
C_ID_2f9012f9ca,1.0
C_ID_0cb44a170d,0.0
C_ID_16a11a9b84,1.0
C_ID_7efe2311b7,1.0
C_ID_a72b8cfa0c,0.0
C_ID_39a8dfa65c,0.0
C_ID_239eda600c,1.0
C_ID_e3ab4a603c,0.0
C_ID_7dfd1dcf43,0.0
C_ID_a1a4f67db2,1.0
C_ID_8336b8335b,0.0
C_ID_f6fdc2f2b2,1.0
C_ID_37e3d6be84,1.0
C_ID_0642f77a2b,0.0
C_ID_e180c38020,1.0
C_ID_f202ba6e83,1.0
C_ID_6fa7269137,1.0
C_ID_2c22794f6c,0.0
C_ID_336e4b54fe,1.0
C_ID_99b86c81a4,0.0
C_ID_17791b8bd4,0.0
C_ID_d85c77e653,0.0
C_ID_75ce55d5af,0.0
C_ID_f48cc670be,0.0
C_ID_9b9c5ace73,0.0
C_ID_4bf7631e9b,0.0
C_ID_9245987bb3,0.0
C_ID_58161339d1,0.0
C_ID_686637ab32,1.0
C_ID_e9056bd097,1.0
C_ID_30328e48e2,1.0
C_ID_07e19dce89,0.0
C_ID_12ce7cf5bc,0.0
C_ID_9878982536,0.0
C_ID_f0cf23beb2,0.0
C_ID_0ea5122eba,1.0
C_ID_a076107b6d,1.0
C_ID_4278cfe218,1.0
C_ID_9759c92bfd,1.0
C_ID_d4eb521553,0.0
C_ID_c8a76f9eae,1.0
C_ID_aec05225e6,0.0
C_ID_cbc28b7ddc,1.0
C_ID_680499db73,0.0
C_ID_639659be79,0.0
C_ID_daebb15855,0.0
C_ID_6d52102eaa,0.0
C_ID_0e88908f2f,1.0
C_ID_027d2b701e,1.0
C_ID_9ee8dc77be,0.0
C_ID_c74a353558,1.0
C_ID_b6e17c2a0d,1.0
C_ID_efda719399,0.0
C_ID_41ae20cc3a,0.0
C_ID_0b423425fe,0.0
C_ID_69906e27f3,1.0
C_ID_16546344f4,0.0
C_ID_78bb01b56e,1.0
C_ID_328d93b6a0,1.0
C_ID_1e7f6ffeaa,1.0
C_ID_6ae1fdc40e,0.0
C_ID_249bb6e827,1.0
C_ID_bfe8506b47,1.0
C_ID_63be2978cf,1.0
C_ID_7bbbafed88,1.0
C_ID_0f53635f38,0.0
C_ID_d66fdc09ef,0.0
C_ID_700793bcac,0.0
C_ID_3b182e71b0,1.0
C_ID_a6c5789075,0.0
C_ID_0c56a19009,1.0
C_ID_45b65d144b,0.0
C_ID_a090286ceb,1.0
C_ID_8bc5cadd5e,0.0
C_ID_1a148f6051,0.0
C_ID_a543f69932,0.0
C_ID_9a6f1854d5,0.0
C_ID_55d3e101da,1.0
C_ID_78d2c7ffc7,1.0
C_ID_3ffc507a7b,1.0
C_ID_5615eb269b,1.0
C_ID_c6e452466a,0.0
C_ID_196eb90058,1.0
C_ID_98608976c1,0.0
C_ID_61418461e4,1.0
C_ID_d9464ad421,0.0
C_ID_4b213062c3,1.0
C_ID_f08c277998,1.0
C_ID_5fb0e2d280,1.0
C_ID_1948f497dd,1.0
C_ID_c246887e85,1.0
C_ID_e0b7e7a180,1.0
C_ID_a9d9857834,1.0
C_ID_9b2600d907,0.0
C_ID_075d5ce092,1.0
C_ID_bf83c4f289,1.0
C_ID_f01cc910e3,0.0
C_ID_6e5fbab339,1.0
C_ID_10e1c0fe42,1.0
C_ID_69251a0f70,1.0
C_ID_28110f2200,0.0
C_ID_7f3a7c45c1,0.0
C_ID_c446830274,1.0
C_ID_4973eaf062,1.0
C_ID_5463894fe5,0.0
C_ID_7fc141d648,1.0
C_ID_ad3f86ba45,0.0
C_ID_71b258dbe3,0.0
C_ID_d8ef7fb310,0.0
C_ID_c48642878b,0.0
C_ID_1bc14378c1,1.0
C_ID_f667226b50,1.0
C_ID_bae3e3f87c,1.0
C_ID_0a18090f65,0.0
C_ID_dcfaaf2ea8,0.0
C_ID_cb9175d1fe,0.0
C_ID_b8736575c9,1.0
C_ID_8976274cfc,0.0
C_ID_6ce08d66d7,1.0
C_ID_671a56b6fd,1.0
C_ID_1fec39e4c6,0.0
C_ID_369e947198,1.0
C_ID_9e458daeee,1.0
C_ID_b8791a4133,1.0
C_ID_a45e123a5b,0.0
C_ID_c624094061,0.0
C_ID_5197fdf37f,1.0
C_ID_33d853f76b,0.0
C_ID_62e865eff6,1.0
C_ID_05a958d0ae,0.0
C_ID_1b64da8219,0.0
C_ID_d6b651e2a9,1.0
C_ID_59cba8dd7a,0.0
C_ID_eaeed97617,0.0
C_ID_77c2fdff02,0.0
C_ID_38afbf7088,1.0
C_ID_dcdfa701ee,1.0
C_ID_a69150d673,1.0
C_ID_ffe7a0256d,0.0
C_ID_ac89f56523,1.0
C_ID_59ae378d20,0.0
C_ID_cf84ee1bc3,0.0
C_ID_986c659df7,1.0
C_ID_173cad9177,1.0
C_ID_61fa6423b6,0.0
C_ID_c6490b7411,0.0
C_ID_606e9a9a85,1.0
C_ID_8d5eb748f2,1.0
C_ID_2fccffd809,1.0
C_ID_3d863e5a47,0.0
C_ID_e1807e2647,0.0
C_ID_1a2ee0b5a5,1.0
C_ID_9c5a4d284f,1.0
C_ID_5526198e8f,1.0
C_ID_32159fbb84,1.0
C_ID_ea82f40f8a,1.0
C_ID_579b2c9eb6,1.0
C_ID_cf0d215d86,1.0
C_ID_d21e349660,1.0
C_ID_4e123b6f7e,0.0
C_ID_c896ec1778,0.0
C_ID_d08c97a2f2,0.0
C_ID_cda78f369d,0.0
C_ID_0903c80e1f,1.0
C_ID_b4ebb72455,1.0
C_ID_9c2095e93a,0.0
C_ID_5d4b637bea,1.0
C_ID_b47b172a7a,1.0
C_ID_24928b8f8c,1.0
C_ID_979e1fb9b7,1.0
C_ID_00e7a0c239,1.0
C_ID_c319c6a83c,1.0
C_ID_fa021259fb,0.0
C_ID_c2ed8f35a5,1.0
C_ID_f63f5a6a60,0.0
C_ID_d919046527,1.0
C_ID_f162e1873d,0.0
C_ID_698346e0eb,1.0
C_ID_d3b1f71f95,0.0
C_ID_ebdd4916a5,1.0
C_ID_8019b0b3cc,1.0
C_ID_eb5ac48cf7,0.0
C_ID_bde5650cc5,0.0
C_ID_d04e44436d,1.0
C_ID_df7056c42e,1.0
C_ID_e1a7a2c0ad,1.0
C_ID_e1844c986c,1.0
C_ID_ec9a58f2cf,1.0
C_ID_8e7927af4b,1.0
C_ID_f9ea1c5e6d,1.0
C_ID_0702435438,1.0
C_ID_cc9840274c,0.0
C_ID_4ac64a7cbb,0.0
C_ID_2fa52141dc,1.0
C_ID_bbdc62228e,1.0
C_ID_485418d66a,1.0
C_ID_7b9a0b4eb4,0.0
C_ID_0d4120a91a,1.0
C_ID_70be0f0908,1.0
C_ID_9462c63a04,0.0
C_ID_6299ead83e,0.0
C_ID_34f2c2de35,1.0
C_ID_ffa4fcb7e9,1.0
C_ID_6b9706d4f4,0.0
C_ID_a653b15d7d,1.0
C_ID_05b8caf64e,1.0
C_ID_21fb634e23,1.0
C_ID_81a5bb6837,0.0
C_ID_448df20478,1.0
C_ID_535a6fa64c,1.0
C_ID_e6b9752398,0.0
C_ID_f3552cca35,0.0
C_ID_89ca24d676,0.0
C_ID_93fc2c068c,1.0
C_ID_112725f927,1.0
C_ID_e776940fa7,0.0
C_ID_b5817e9c24,1.0
C_ID_f51dfbb560,0.0
C_ID_d11f7c6010,0.0
C_ID_240fef7df7,1.0
C_ID_95ea43486e,0.0
C_ID_e1e8cd9966,1.0
C_ID_be50ae974a,0.0
C_ID_e7789facad,0.0
C_ID_a8dad8a75b,1.0
C_ID_df77fc0c65,1.0
C_ID_13a1bef562,0.0
C_ID_ad69417085,0.0
C_ID_360631f6b9,1.0
C_ID_819a983028,0.0
C_ID_6472351401,0.0
C_ID_6327f0084d,0.0
C_ID_c3ba65ef5e,0.0
C_ID_b570374900,0.0
C_ID_c4cdf574a3,1.0
C_ID_237b80978f,0.0
C_ID_31b599e307,1.0
C_ID_9d44fd2273,1.0
C_ID_ec41d77c6d,0.0
C_ID_a1ea39d54a,1.0
C_ID_e67a8b7b52,1.0
C_ID_565ed5a50f,0.0
C_ID_e6581e7971,0.0
C_ID_fba4a71df1,1.0
C_ID_24ea87c230,0.0
C_ID_147450c910,0.0
C_ID_392ecb2bf0,0.0
C_ID_3842b75933,1.0
C_ID_cc3be86a89,1.0
C_ID_4a19d1aea0,1.0
C_ID_2b79bfe50e,0.0
C_ID_4d4b5541fe,0.0
C_ID_dbb37b907e,0.0
C_ID_75d49fd2df,1.0
C_ID_7cadce7eea,0.0
C_ID_177b07c0ad,1.0
C_ID_d73e126bf1,0.0
C_ID_badf222a78,1.0
