card_id,unique_city
C_ID_1a7c066cc9,10.0
C_ID_c05a675a7d,7.0
C_ID_ddc3f69a4e,8.0
C_ID_105f511a27,10.0
C_ID_20d0e314f4,3.0
C_ID_ea712ff4f8,12.0
C_ID_822e5f5afb,7.0
C_ID_ed671a4945,5.0
C_ID_9aba554d31,6.0
C_ID_e1d8e25e53,6.0
C_ID_0b67ae3bc4,1.0
C_ID_5161cba93b,3.0
C_ID_027f37fa0d,10.0
C_ID_18411de762,3.0
C_ID_839c8597b8,3.0
C_ID_65715cb80d,8.0
C_ID_625b72b590,5.0
C_ID_cf1b15e7d7,11.0
C_ID_93001e1fd6,24.0
C_ID_ed6b23eaba,5.0
C_ID_83495e5529,8.0
C_ID_7c00860572,3.0
C_ID_5519a62808,11.0
C_ID_df9f792e4c,6.0
C_ID_0604bba3c8,1.0
C_ID_45591c7bca,25.0
C_ID_d8968bcd7d,11.0
C_ID_ed5a08fb1e,7.0
C_ID_b1ef170f73,14.0
C_ID_062cc54c54,1.0
C_ID_21bfc1218d,4.0
C_ID_9175843cc7,6.0
C_ID_a30fef89fb,5.0
C_ID_b92a6c2d5d,3.0
C_ID_72447b5e19,5.0
C_ID_97988e3247,2.0
C_ID_8aca1a4d7b,8.0
C_ID_6446a327fb,2.0
C_ID_020ae974ca,7.0
C_ID_7decdf7eec,2.0
C_ID_87772080eb,6.0
C_ID_fc0920142f,3.0
C_ID_306cda06b0,13.0
C_ID_a7fb098de8,7.0
C_ID_f2d10f59ab,3.0
C_ID_7a2d33f66a,4.0
C_ID_a34422b7b8,6.0
C_ID_fbd3e3b818,5.0
C_ID_e040cf57d7,8.0
C_ID_95ec020d6f,8.0
C_ID_243e678e0b,15.0
C_ID_3848df3dfd,7.0
C_ID_8fc73d1ef2,1.0
C_ID_11150a0b04,14.0
C_ID_65af193e8d,25.0
C_ID_f4bd0af9aa,3.0
C_ID_ce1648c459,8.0
C_ID_e7358ded9c,5.0
C_ID_eb47fbd9a5,6.0
C_ID_6806243856,5.0
C_ID_94c9a017a7,9.0
C_ID_6a1a521600,3.0
C_ID_a0a63483bc,9.0
C_ID_52ade919cf,6.0
C_ID_a6f64ab245,7.0
C_ID_fbf9b79e13,3.0
C_ID_6e07f0acd9,9.0
C_ID_151cf18b15,1.0
C_ID_028bd7dc53,6.0
C_ID_0a622086f6,3.0
C_ID_66eedba4e6,5.0
C_ID_79a6de32d2,10.0
C_ID_3727486ab7,4.0
C_ID_242e76a513,4.0
C_ID_b786fdad3c,3.0
C_ID_d8036ab539,2.0
C_ID_27800c37cc,2.0
C_ID_9870167830,3.0
C_ID_bf2d3ffb67,7.0
C_ID_acadabf2cf,8.0
C_ID_126d07b476,4.0
C_ID_fc3aad0d44,3.0
C_ID_121ab1de64,3.0
C_ID_6e8be4bfe6,7.0
C_ID_f8625969fd,4.0
C_ID_e9135eb292,4.0
C_ID_425d2dfcbc,2.0
C_ID_0312a9bfd7,8.0
C_ID_935d23ff15,4.0
C_ID_ae77d244b6,6.0
C_ID_01f7ddc638,6.0
C_ID_281d9623a5,16.0
C_ID_323f262c07,6.0
C_ID_6d079f9298,2.0
C_ID_7defcfa99d,5.0
C_ID_5671eaade7,6.0
C_ID_f0975077c6,3.0
C_ID_2a404611e2,2.0
C_ID_5731d35f32,6.0
C_ID_a62cc5c5aa,3.0
C_ID_1c0c76a0b8,3.0
C_ID_93f5541a0d,7.0
C_ID_9b8687d7b4,4.0
C_ID_4f968ee94a,7.0
C_ID_cda6f8466a,9.0
C_ID_2ba410859a,2.0
C_ID_4583f9b0df,11.0
C_ID_ee5bb1f392,6.0
C_ID_ea1632455c,3.0
C_ID_baefbfef08,5.0
C_ID_1c4046b1b0,6.0
C_ID_051a718d3f,3.0
C_ID_c4262c902e,3.0
C_ID_3cb5013dba,4.0
C_ID_fad999ca8b,8.0
C_ID_81c55f0160,3.0
C_ID_54d51ee076,9.0
C_ID_af87e33129,8.0
C_ID_6a2c823e5f,3.0
C_ID_a0818d6cdb,7.0
C_ID_35454c1d62,8.0
C_ID_bdd9a5f76d,5.0
C_ID_f82ba61a01,5.0
C_ID_512c73fd54,5.0
C_ID_ba5ee49770,7.0
C_ID_353dfe5742,3.0
C_ID_9e1dd8a317,4.0
C_ID_f4bf40bd39,2.0
C_ID_ed1a2737f1,1.0
C_ID_3b7eee3a74,9.0
C_ID_8042446a79,3.0
C_ID_481fc7bb54,2.0
C_ID_75fdefe041,13.0
C_ID_671bb26007,6.0
C_ID_4891a91d8b,3.0
C_ID_b8615c66d6,5.0
C_ID_146883e18b,4.0
C_ID_98df3a5981,4.0
C_ID_9b8f015d5b,11.0
C_ID_2766f9cdf2,6.0
C_ID_1bbb0d3511,6.0
C_ID_67fb3821cc,5.0
C_ID_7d0f5eefe2,12.0
C_ID_51370da759,6.0
C_ID_41fa3be971,7.0
C_ID_dc2da9b82e,8.0
C_ID_7c341c1897,12.0
C_ID_1b8dc6e084,3.0
C_ID_c90e8d4d3b,3.0
C_ID_4ab8d196b1,8.0
C_ID_263c70a16e,6.0
C_ID_a8396f1fb3,6.0
C_ID_fd120ea087,5.0
C_ID_8718b55207,3.0
C_ID_753b208e83,3.0
C_ID_9d122c1cc9,8.0
C_ID_d6bf76b107,11.0
C_ID_72d785659e,6.0
C_ID_ad7e78be41,4.0
C_ID_7a1f8a2e34,7.0
C_ID_29d953e448,8.0
C_ID_d25746fced,6.0
C_ID_a3ab5b2aad,12.0
C_ID_1163d383f3,5.0
C_ID_f39f414a70,3.0
C_ID_fcf53bdd6d,5.0
C_ID_e59afb1603,11.0
C_ID_394aca084a,4.0
C_ID_977d3088f2,5.0
C_ID_01985962b5,17.0
C_ID_42421ac52e,8.0
C_ID_ad53e8cf62,4.0
C_ID_c35df2a139,3.0
C_ID_d6f2386dd7,5.0
C_ID_0588287dee,4.0
C_ID_d8b437de5d,13.0
C_ID_04e6787185,9.0
C_ID_27570536a2,4.0
C_ID_ca7ce857d5,12.0
C_ID_fdf3a87092,4.0
C_ID_a97e9ddcff,7.0
C_ID_021e5894cc,10.0
C_ID_38a1fc0955,4.0
C_ID_c1f89ad3c1,4.0
C_ID_ca2968ed7d,6.0
C_ID_7338ce0efb,4.0
C_ID_0dea332d6c,3.0
C_ID_fc80b7ca31,2.0
C_ID_e979035d8f,8.0
C_ID_b85a85c75c,4.0
C_ID_8cedb1705d,6.0
C_ID_cb946c96eb,7.0
C_ID_904222d6b7,6.0
C_ID_03d5c62ec8,2.0
C_ID_aef4b7218b,3.0
C_ID_dc4d0d294a,16.0
C_ID_e7eb5ba10d,5.0
C_ID_0e8941459e,3.0
C_ID_6c33b272f3,5.0
C_ID_3d2014963b,5.0
C_ID_ddc286ab03,5.0
C_ID_63e012e252,2.0
C_ID_d38df791f0,2.0
C_ID_432a7356cb,9.0
C_ID_9d105ef026,4.0
C_ID_349cbed802,10.0
C_ID_734044eeeb,3.0
C_ID_6b73d521bd,2.0
C_ID_d8e7344eac,4.0
C_ID_52b5cd8337,12.0
C_ID_7d971cbb0f,16.0
C_ID_6245d5f4fb,9.0
C_ID_332a2bd395,8.0
C_ID_fca511334a,4.0
C_ID_b1d302b55a,3.0
C_ID_8ea5a45854,3.0
C_ID_f3ccb04865,8.0
C_ID_bb11996056,4.0
C_ID_bdf8a74876,2.0
C_ID_6ff604d3a1,5.0
C_ID_c568aef6c2,3.0
C_ID_1bfc3cbf3e,10.0
C_ID_e68f4e7ce0,1.0
C_ID_35cfc8ad18,7.0
C_ID_709e6abf9d,3.0
C_ID_aed3be1840,8.0
C_ID_4b12657483,14.0
C_ID_2fb49bee86,7.0
C_ID_c36ae4474c,9.0
C_ID_ed4c5e9ac8,4.0
C_ID_e983fee8a2,7.0
C_ID_9a2169e095,5.0
C_ID_267a3607b4,7.0
C_ID_ab049bce46,10.0
C_ID_b5745aa3b9,5.0
C_ID_030219ede6,11.0
C_ID_6555c5b4c8,6.0
C_ID_dfa191a30f,6.0
C_ID_0b4010b6f6,7.0
C_ID_08b1a1d35a,4.0
C_ID_7472b48aa2,2.0
C_ID_148cc6ba86,3.0
C_ID_a6ab601484,6.0
C_ID_4156a255f7,2.0
C_ID_9b48321321,7.0
C_ID_d901d4494c,5.0
C_ID_afd53d6c12,3.0
C_ID_1784b0ddc9,4.0
C_ID_b499d67fcd,5.0
C_ID_133ea909ff,13.0
C_ID_98e1cb10b6,3.0
C_ID_f0316caba1,19.0
C_ID_d43336b1fd,12.0
C_ID_ea191dffbe,7.0
C_ID_57554c4ce2,1.0
C_ID_0fc64c3c81,5.0
C_ID_a5bf1e1d7c,4.0
C_ID_b3230f0eb3,4.0
C_ID_49e43a157c,12.0
C_ID_62e67f3536,2.0
C_ID_23bd53df14,3.0
C_ID_05d39e32c6,6.0
C_ID_bda9bd98fb,3.0
C_ID_4c58e6b7f3,5.0
C_ID_164796e771,4.0
C_ID_e9cf11c5be,2.0
C_ID_324a6ce990,1.0
C_ID_2fd070a5b6,10.0
C_ID_b5e76e6f98,1.0
C_ID_f3c1d160ec,3.0
C_ID_3b737a962c,7.0
C_ID_e143c551c1,5.0
C_ID_a1f2b29b82,8.0
C_ID_d784a5a685,9.0
C_ID_03ed1a6487,1.0
C_ID_3a61e2e5ff,4.0
C_ID_4243de89b0,4.0
C_ID_9496a49043,2.0
C_ID_cd3eb965db,4.0
C_ID_0f93e85034,6.0
C_ID_93baf918b7,7.0
C_ID_9bf5be73e5,2.0
C_ID_40024602f9,3.0
C_ID_3289ad9efd,10.0
C_ID_0acde00911,10.0
C_ID_6da6be6d5b,2.0
C_ID_732da814aa,5.0
C_ID_c04a3ad58b,7.0
C_ID_54c8c4c06b,14.0
C_ID_b9aca711e3,10.0
C_ID_8e59e85a2d,7.0
C_ID_c6eaa1004b,8.0
C_ID_427c330723,8.0
C_ID_9606031413,3.0
C_ID_1035bdf621,5.0
C_ID_b5face2620,4.0
C_ID_fd6de225c7,3.0
C_ID_7f99446de9,10.0
C_ID_8d23d14733,4.0
C_ID_a96f2e265e,16.0
C_ID_275ac95b1f,3.0
C_ID_a774e01896,5.0
C_ID_021abbfaf8,12.0
C_ID_f286cdcc63,2.0
C_ID_fd650a86ee,7.0
C_ID_0de1f3a869,12.0
C_ID_98131a3929,5.0
C_ID_eeb65a68ae,7.0
C_ID_489af1caba,4.0
C_ID_c8e0721ff2,8.0
C_ID_cc1d24c817,7.0
C_ID_330d153067,9.0
C_ID_37b4822fb8,2.0
C_ID_3532dc26c4,6.0
C_ID_0a76b20d9e,8.0
C_ID_1d0b7ebd3f,5.0
C_ID_403b13451f,10.0
C_ID_b69187377b,6.0
C_ID_b39ec62b10,15.0
C_ID_db5c329a05,3.0
C_ID_79af26c340,2.0
C_ID_6f0b55a845,8.0
C_ID_f482e0ed2c,3.0
C_ID_1625180d95,2.0
C_ID_6d9ab7ed8d,14.0
C_ID_6db5ee8b52,8.0
C_ID_fa9fa0b71a,3.0
C_ID_8841990302,3.0
C_ID_705fc51f9d,2.0
C_ID_e38c151a2d,21.0
C_ID_3c7fa72a88,2.0
C_ID_eb8175721a,11.0
C_ID_b36d5816f9,12.0
C_ID_a6b4a1246e,5.0
C_ID_643a2333b5,19.0
C_ID_c703a5ee37,12.0
C_ID_3db966a679,10.0
C_ID_a58d0efd5e,6.0
C_ID_efd5a7ae75,20.0
C_ID_3a701a4f4d,4.0
C_ID_2c5c9f026e,5.0
C_ID_a749f3a780,7.0
C_ID_d780c78745,6.0
C_ID_2ff56e14c1,5.0
C_ID_fdab39a98d,10.0
C_ID_52da22d342,5.0
C_ID_36651affe3,7.0
C_ID_285a2f5682,13.0
C_ID_8502939856,6.0
C_ID_9f96af4b02,7.0
C_ID_3d943095d2,9.0
C_ID_01f7bd95a1,2.0
C_ID_3e5e7b8865,6.0
C_ID_cdb3678d36,5.0
C_ID_a3da4a70c6,5.0
C_ID_2208181e7b,5.0
C_ID_58c0c65fb3,14.0
C_ID_8051b86456,13.0
C_ID_959eb7f284,9.0
C_ID_0a6b639fa4,20.0
C_ID_a75f682d31,3.0
C_ID_c035feeb76,1.0
C_ID_89685b906c,9.0
C_ID_f1ded93889,6.0
C_ID_5ecdc56ab4,1.0
C_ID_60b0640c2c,3.0
C_ID_a9728a39b5,11.0
C_ID_f1747588a5,7.0
C_ID_59fe57a6b8,10.0
C_ID_d2e4933dac,5.0
C_ID_a9935400cb,6.0
C_ID_0e97b9c327,3.0
C_ID_5b96c5272a,29.0
C_ID_17e87ea13c,3.0
C_ID_1d437b41aa,5.0
C_ID_f252f7283e,3.0
C_ID_2795fedd40,16.0
C_ID_3bf06642f1,6.0
C_ID_b5a88a0fc6,6.0
C_ID_a2580006bf,1.0
C_ID_17200632a7,13.0
C_ID_c1c4bf2c5f,4.0
C_ID_af84ee8102,9.0
C_ID_8168290d4c,9.0
C_ID_7eb24774e2,2.0
C_ID_ee570749d3,11.0
C_ID_b9074b6805,2.0
C_ID_6dc4c5310c,6.0
C_ID_c57ca0300a,7.0
C_ID_39a605eca4,7.0
C_ID_0fb2fe6256,3.0
C_ID_e919dcb323,6.0
C_ID_af962cb82d,9.0
C_ID_9785058171,2.0
C_ID_67906f4fdf,9.0
C_ID_bba654d885,3.0
C_ID_04e3f2d28c,4.0
C_ID_b48b5aa99a,2.0
C_ID_17634cc82a,7.0
C_ID_6e79bb3acf,20.0
C_ID_9946da7d84,14.0
C_ID_35c69e0633,4.0
C_ID_e09687dd3b,4.0
C_ID_e5713baf89,10.0
C_ID_49ca6958db,2.0
C_ID_33d41fd3b4,6.0
C_ID_eec399e035,9.0
C_ID_08dbc64c1c,5.0
C_ID_e9f9ad9084,4.0
C_ID_1f1c7e2e5a,6.0
C_ID_e4668c5c9e,11.0
C_ID_8511423833,3.0
C_ID_1a5ff50017,3.0
C_ID_856221c39e,3.0
C_ID_657de0deaf,8.0
C_ID_cf646c762a,1.0
C_ID_c7d9559eed,4.0
C_ID_02668d26bf,3.0
C_ID_e06d7ac6c1,9.0
C_ID_082edd3553,4.0
C_ID_5a6ead9a52,5.0
C_ID_df44124a83,8.0
C_ID_ca35b43792,5.0
C_ID_5d928c021c,5.0
C_ID_08b870aecc,11.0
C_ID_688750b9de,11.0
C_ID_41ba39529e,14.0
C_ID_1ac8311ba1,2.0
C_ID_ab4fa4d1a4,12.0
C_ID_65727cf50f,4.0
C_ID_2e49ece8b1,4.0
C_ID_aebbb6841f,14.0
C_ID_1ad338b427,4.0
C_ID_68419fc6bd,3.0
C_ID_441a238f38,3.0
C_ID_874f8ed40c,7.0
C_ID_63581d4ccd,4.0
C_ID_f7b8b9e921,4.0
C_ID_65bf3ac941,3.0
C_ID_2f9012f9ca,5.0
C_ID_0cb44a170d,6.0
C_ID_16a11a9b84,2.0
C_ID_7efe2311b7,6.0
C_ID_a72b8cfa0c,11.0
C_ID_39a8dfa65c,14.0
C_ID_239eda600c,2.0
C_ID_e3ab4a603c,11.0
C_ID_7dfd1dcf43,11.0
C_ID_a1a4f67db2,2.0
C_ID_8336b8335b,3.0
C_ID_f6fdc2f2b2,5.0
C_ID_37e3d6be84,24.0
C_ID_0642f77a2b,5.0
C_ID_e180c38020,5.0
C_ID_f202ba6e83,10.0
C_ID_6fa7269137,3.0
C_ID_2c22794f6c,16.0
C_ID_336e4b54fe,9.0
C_ID_99b86c81a4,1.0
C_ID_17791b8bd4,8.0
C_ID_d85c77e653,16.0
C_ID_75ce55d5af,4.0
C_ID_f48cc670be,4.0
C_ID_9b9c5ace73,9.0
C_ID_4bf7631e9b,4.0
C_ID_9245987bb3,12.0
C_ID_58161339d1,8.0
C_ID_686637ab32,2.0
C_ID_e9056bd097,7.0
C_ID_30328e48e2,6.0
C_ID_07e19dce89,10.0
C_ID_12ce7cf5bc,4.0
C_ID_9878982536,3.0
C_ID_f0cf23beb2,7.0
C_ID_0ea5122eba,1.0
C_ID_a076107b6d,9.0
C_ID_4278cfe218,4.0
C_ID_9759c92bfd,6.0
C_ID_d4eb521553,10.0
C_ID_c8a76f9eae,11.0
C_ID_aec05225e6,10.0
C_ID_cbc28b7ddc,5.0
C_ID_680499db73,6.0
C_ID_639659be79,5.0
C_ID_daebb15855,2.0
C_ID_6d52102eaa,2.0
C_ID_0e88908f2f,3.0
C_ID_027d2b701e,7.0
C_ID_9ee8dc77be,11.0
C_ID_c74a353558,1.0
C_ID_b6e17c2a0d,7.0
C_ID_efda719399,9.0
C_ID_41ae20cc3a,2.0
C_ID_0b423425fe,2.0
C_ID_69906e27f3,9.0
C_ID_16546344f4,9.0
C_ID_78bb01b56e,8.0
C_ID_328d93b6a0,5.0
C_ID_1e7f6ffeaa,5.0
C_ID_6ae1fdc40e,17.0
C_ID_249bb6e827,5.0
C_ID_bfe8506b47,2.0
C_ID_63be2978cf,2.0
C_ID_7bbbafed88,7.0
C_ID_0f53635f38,6.0
C_ID_d66fdc09ef,11.0
C_ID_700793bcac,4.0
C_ID_3b182e71b0,5.0
C_ID_a6c5789075,6.0
C_ID_0c56a19009,4.0
C_ID_45b65d144b,6.0
C_ID_a090286ceb,3.0
C_ID_8bc5cadd5e,9.0
C_ID_1a148f6051,2.0
C_ID_a543f69932,6.0
C_ID_9a6f1854d5,12.0
C_ID_55d3e101da,11.0
C_ID_78d2c7ffc7,20.0
C_ID_3ffc507a7b,3.0
C_ID_5615eb269b,8.0
C_ID_c6e452466a,15.0
C_ID_196eb90058,6.0
C_ID_98608976c1,2.0
C_ID_61418461e4,4.0
C_ID_d9464ad421,9.0
C_ID_4b213062c3,5.0
C_ID_f08c277998,5.0
C_ID_5fb0e2d280,11.0
C_ID_1948f497dd,3.0
C_ID_c246887e85,2.0
C_ID_e0b7e7a180,1.0
C_ID_a9d9857834,10.0
C_ID_9b2600d907,3.0
C_ID_075d5ce092,3.0
C_ID_bf83c4f289,9.0
C_ID_f01cc910e3,6.0
C_ID_6e5fbab339,12.0
C_ID_10e1c0fe42,2.0
C_ID_69251a0f70,8.0
C_ID_28110f2200,15.0
C_ID_7f3a7c45c1,3.0
C_ID_c446830274,1.0
C_ID_4973eaf062,8.0
C_ID_5463894fe5,18.0
C_ID_7fc141d648,4.0
C_ID_ad3f86ba45,4.0
C_ID_71b258dbe3,5.0
C_ID_d8ef7fb310,5.0
C_ID_c48642878b,5.0
C_ID_1bc14378c1,3.0
C_ID_f667226b50,4.0
C_ID_bae3e3f87c,4.0
C_ID_0a18090f65,1.0
C_ID_dcfaaf2ea8,2.0
C_ID_cb9175d1fe,3.0
C_ID_b8736575c9,4.0
C_ID_8976274cfc,3.0
C_ID_6ce08d66d7,8.0
C_ID_671a56b6fd,3.0
C_ID_1fec39e4c6,9.0
C_ID_369e947198,2.0
C_ID_9e458daeee,9.0
C_ID_b8791a4133,1.0
C_ID_a45e123a5b,4.0
C_ID_c624094061,6.0
C_ID_5197fdf37f,7.0
C_ID_33d853f76b,13.0
C_ID_62e865eff6,10.0
C_ID_05a958d0ae,3.0
C_ID_1b64da8219,6.0
C_ID_d6b651e2a9,4.0
C_ID_59cba8dd7a,12.0
C_ID_eaeed97617,4.0
C_ID_77c2fdff02,5.0
C_ID_38afbf7088,5.0
C_ID_dcdfa701ee,14.0
C_ID_a69150d673,9.0
C_ID_ffe7a0256d,1.0
C_ID_ac89f56523,1.0
C_ID_59ae378d20,8.0
C_ID_cf84ee1bc3,7.0
C_ID_986c659df7,6.0
C_ID_173cad9177,7.0
C_ID_61fa6423b6,12.0
C_ID_c6490b7411,13.0
C_ID_606e9a9a85,2.0
C_ID_8d5eb748f2,9.0
C_ID_2fccffd809,8.0
C_ID_3d863e5a47,3.0
C_ID_e1807e2647,14.0
C_ID_1a2ee0b5a5,1.0
C_ID_9c5a4d284f,1.0
C_ID_5526198e8f,5.0
C_ID_32159fbb84,5.0
C_ID_ea82f40f8a,5.0
C_ID_579b2c9eb6,2.0
C_ID_cf0d215d86,9.0
C_ID_d21e349660,22.0
C_ID_4e123b6f7e,12.0
C_ID_c896ec1778,5.0
C_ID_d08c97a2f2,7.0
C_ID_cda78f369d,6.0
C_ID_0903c80e1f,3.0
C_ID_b4ebb72455,2.0
C_ID_9c2095e93a,5.0
C_ID_5d4b637bea,7.0
C_ID_b47b172a7a,6.0
C_ID_24928b8f8c,3.0
C_ID_979e1fb9b7,2.0
C_ID_00e7a0c239,2.0
C_ID_c319c6a83c,10.0
C_ID_fa021259fb,7.0
C_ID_c2ed8f35a5,4.0
C_ID_f63f5a6a60,5.0
C_ID_d919046527,2.0
C_ID_f162e1873d,3.0
C_ID_698346e0eb,3.0
C_ID_d3b1f71f95,7.0
C_ID_ebdd4916a5,7.0
C_ID_8019b0b3cc,5.0
C_ID_eb5ac48cf7,7.0
C_ID_bde5650cc5,10.0
C_ID_d04e44436d,19.0
C_ID_df7056c42e,4.0
C_ID_e1a7a2c0ad,12.0
C_ID_e1844c986c,5.0
C_ID_ec9a58f2cf,5.0
C_ID_8e7927af4b,7.0
C_ID_f9ea1c5e6d,8.0
C_ID_0702435438,16.0
C_ID_cc9840274c,2.0
C_ID_4ac64a7cbb,8.0
C_ID_2fa52141dc,5.0
C_ID_bbdc62228e,12.0
C_ID_485418d66a,17.0
C_ID_7b9a0b4eb4,5.0
C_ID_0d4120a91a,7.0
C_ID_70be0f0908,2.0
C_ID_9462c63a04,23.0
C_ID_6299ead83e,10.0
C_ID_34f2c2de35,3.0
C_ID_ffa4fcb7e9,3.0
C_ID_6b9706d4f4,2.0
C_ID_a653b15d7d,14.0
C_ID_05b8caf64e,4.0
C_ID_21fb634e23,5.0
C_ID_81a5bb6837,2.0
C_ID_448df20478,15.0
C_ID_535a6fa64c,10.0
C_ID_e6b9752398,15.0
C_ID_f3552cca35,6.0
C_ID_89ca24d676,5.0
C_ID_93fc2c068c,4.0
C_ID_112725f927,2.0
C_ID_e776940fa7,18.0
C_ID_b5817e9c24,7.0
C_ID_f51dfbb560,9.0
C_ID_d11f7c6010,1.0
C_ID_240fef7df7,9.0
C_ID_95ea43486e,3.0
C_ID_e1e8cd9966,9.0
C_ID_be50ae974a,4.0
C_ID_e7789facad,8.0
C_ID_a8dad8a75b,5.0
C_ID_df77fc0c65,5.0
C_ID_13a1bef562,16.0
C_ID_ad69417085,6.0
C_ID_360631f6b9,3.0
C_ID_819a983028,14.0
C_ID_6472351401,5.0
C_ID_6327f0084d,5.0
C_ID_c3ba65ef5e,17.0
C_ID_b570374900,3.0
C_ID_c4cdf574a3,3.0
C_ID_237b80978f,3.0
C_ID_31b599e307,9.0
C_ID_9d44fd2273,4.0
C_ID_ec41d77c6d,3.0
C_ID_a1ea39d54a,4.0
C_ID_e67a8b7b52,7.0
C_ID_565ed5a50f,8.0
C_ID_e6581e7971,3.0
C_ID_fba4a71df1,9.0
C_ID_24ea87c230,6.0
C_ID_147450c910,5.0
C_ID_392ecb2bf0,4.0
C_ID_3842b75933,5.0
C_ID_cc3be86a89,9.0
C_ID_4a19d1aea0,4.0
C_ID_2b79bfe50e,7.0
C_ID_4d4b5541fe,1.0
C_ID_dbb37b907e,2.0
C_ID_75d49fd2df,3.0
C_ID_7cadce7eea,14.0
C_ID_177b07c0ad,4.0
C_ID_d73e126bf1,3.0
C_ID_badf222a78,4.0
C_ID_bf9b9e5589,10.0
